0,confirmado un show completo lo que sucedió en quininde por parte de correa en horas más detalles atentos 
1,marcooquendo joannajativa lenin ecuadorporlenin pameaguirre dantelo mashijuancarlos danielnovasco bucar 
0,hablar de corrupción cuando siempre la han tenido en casa cuando han sido criados por ella habla de esa falta de criterio y vergenza
1,mashirafael y en la foto la ilegítima y para colmo fea vicepresidenta cuántica chateando la muy sinvergenza 
1,juanmdold acá uno hizo jugar trece minutos adicionales y no lo terminó hasta asegurarse que el otro equipo ganara el inefable byron moreno
0,un no rotundo contundente aplastante definitivo absoluto un no lapidario para el gusano traidor 
1,mashirafael sr haga el favor de desaparecer del país no tiene sangre en la cara que no reconoce la debacle en q 
1,mashirafael tiene razón su amigo el fiscal le hace el jueguito pero más temprano que tarde irá tras las rejas 
0,alfuturodilesí con tu voto en paz y amor a la patria 
0,usted votará que sí porque tiene confianza en los cambios que propone la consulta o por puro odio al hdp de correa
0,mercurioec la vicepresidenta m alejandra vicuña intervino a nombre del gobierno en la inauguración de los comic 
1,gabrielaespais cnegobec oeaoficial nueva rica como usted que ahora come mierda vecessi
1,mashicampoelias mashirafael ecuadorrc el fotografía solo falta el cuántico
1,a las horas se reúne gabinete ampliado en presidenciaec para recibir resultados de consultapopular junto a lenin fmdistrito
1,mercurioec ecuatorianos en los recintos electorales de suecia y valencia españa luego de sufragar en la consulta 
1,como votaría ppsesa sabiendo q mashirafael lo sacó del anonimato y lo hizo uno de los hombres más importantes de 
1,martinminguchi todos los correistas que están gobernando con moreno son cómplices de la corrupcin todos sabían 
0,felipnajera sueñas con correa pana sano consejo hazte ver de un psiquiatra jajaja
1,fmmundo lenin a quién carajo le importa 
1,siilvialaverde mashirafael florcisparedes guerrerosdrcs pablojijon pilarromeroe pablorodrgueza tcanarte 
1,eluniversocom belenza que comico como mira a lenin el joven que esta en la mesa electoral y usa lentes
1,mercurioec tras sufragar en el recinto de la ute en quito el presidente lenin en declaraciones a la prensa dijo 
1,mashirafael pinocho deje de mentir
0,gracias mashi rafael hasta la victoria siempre 
0,aguschmer seguro no le apoyará a su amigo rafael
1,mashirafael muy de acuerdo por salud mental ya no hay que consumir productos de ñoslibres e independientes públicos y privados
1,pais lenin de que agradecimiento hablan ya basta de manipulaciones
1,punxivan mashirafael el banquero no ganó 
1,después de cumplir con mi voto consulta hornado de 
1,mashirafael no se dan cuenta que en la década ganada se robaron dos veces lo que en el feriado bancario
1,mashirafael caida se repite la historia karma le llaman
1,lenin cnegobec qué pasó con el sitio web para ver los resultados consultamañosa
1,cuidado lenin 
1,mashirafael jajajajaja feo ha sido no jajajajaja
0,nivel sinverguenza de este pillo 
1,mashirafael yo creo que puedes hacer plantón en el cne a ver que tal te va péndejo
1,mashirafael váyase a destejar en europa ahí es un humilde desconocido
1,desde hace una hora estoy comentando los resultados de la consulta popular de ecuador con fherrerarauz en 
1,lenin ecuador entero pide unidad y trabajo y esas serán nuestras prioridades la victoria del sí nos abre camino 
0,lenin el futuro no se detiene seguiremos trabajando por ustedes este es el gobierno de todos
1,presidente lenin dice no volverán los viejos políticos esta frase debe retumbar entre los simpatizantes de corr 
1,mashirafael yo solo vine a ver las puteadas 
1,lenin bueno bueno a partir de mañana a pagar las deudas a la derecha obvio a costa nuestra
1,possosports mashirafael plata botada ese título y luego se quejan de la violencia en los estadios q ustedes mism 
1,mashirafael gracias por hacer fraude jajajajajajajaja chao no ve 
0,felipnajera rahmreal deje de sufrir vaya duerma le hace falta felipillo pillo canguilillo
0,ese esta de acuerdo que violen niños y que un corrupto pueda volver a gobernarnos logros de la revolución ciud 
1,por qué reclaman a manabi si ellos aportaron a que gane lenin y por ende que haya esta consultarespect
1,mashirafael calla cadáver 
1,lenin señor presidente ganó el si por qué el pueblo así lo decidió por lo tanto inmediatamente ud debe cambiar su 
1,lenin informa que una vez recibido resultados de consultapopular se publicará en registrooficial para que en 
1,desorientadodt doralaopinadora higuerahernan ahora se ha dado por llamar periodista a cualquier pendejadalenin moreno
